Date,Close,High,Low,Open,Volume
2012-01-03,21.120088577270508,21.269987260760807,20.820288200699217,20.94651946300439,64731500
2012-01-04,21.61713409423828,21.672360109225068,21.12798810024442,21.159545178181418,80516100
2012-01-05,21.838041305541992,21.877488032136487,21.53035262467568,21.60135643158653,56081400
2012-01-06,22.177284240722656,22.24039989382627,21.71969537952249,21.71969537952249,99455500
2012-01-09,21.8853702545166,22.16939140499977,21.869590967312945,22.12994318699064,59706800
2012-01-10,21.964263916015625,22.20883683435124,21.89325863249955,22.0352691995317,60014400
2012-01-11,21.869592666625977,22.074718901825264,21.593462643084404,21.64079900357785,65582400
2012-01-12,22.090499877929688,22.10627916756493,21.81436832849639,21.987937504892344,49370800
2012-01-13,22.287736892700195,22.287736892700195,21.924822253209594,22.035274273090053,60196100
2012-01-17,22.29562187194824,22.60331043710988,22.22461658694239,22.406073868714863,72395300
2012-01-18,22.271957397460938,22.406078350991915,22.06683114471968,22.33507305178164,64860600
2012-01-19,22.18516731262207,22.43762985023901,22.11416203581788,22.21672437742648,74053500
2012-01-20,23.439594268798828,23.46326319994745,22.68220652959093,22.737432530808714,165902900
2012-01-23,23.45537567138672,23.62894483920405,23.15557670711395,23.31336508128011,76078100
2012-01-24,23.14769172668457,23.32914907069537,23.021460399999132,23.250254115317947,51703300
2012-01-25,23.32125473022461,23.392260025291662,22.934671181968305,22.934671181968305,59231700
2012-01-26,23.27391815185547,23.431708029379585,23.19502321309341,23.360702734973312,49102800
2012-01-27,23.060901641845703,23.297586451698837,23.01356528179338,23.234470803363816,44187700
2012-01-30,23.36070251464844,23.36859215892981,22.745323803863236,22.85577581421092,51114800
2012-01-31,23.297588348388672,23.43170930011903,23.06090351926669,23.400150720984417,50572400
2012-02-01,23.58160781860352,23.70783912438318,23.479045446955983,23.50271438108812,67409900
2012-02-02,23.628950119018555,23.80251782082323,23.439601620036544,23.589501888065577,52223300
2012-02-03,23.85773468017578,23.983965961171773,23.739393042341487,23.778839753354397,41838500
2012-02-06,23.826181411743164,23.841959195786977,23.64472259967916,23.699950110617824,28039700
2012-02-07,23.944520950317383,24.054972952832525,23.70783615304764,23.786731085470887,39242400
2012-02-08,24.189088821411133,24.196978463480967,23.841952094315342,23.873510662594672,49659100
2012-02-09,24.2758846282959,24.299552060677,24.047089416638187,24.20487932156048,50481600
2012-02-10,24.06285858154297,24.299541834525225,23.95240659745731,24.173310565628636,44605300
2012-02-13,24.125978469848636,24.275878692391807,24.00763682249168,24.16542518403572,33319800
2012-02-14,24.02273941040039,24.18950811396103,23.705083655021472,24.086270561476173,59644000
2012-02-15,23.863914489746094,24.13392230252006,23.848032835531782,24.086274310472405,43311300
2012-02-16,24.8486442565918,25.055119347996587,24.062444230965,24.07038581366549,94705100
2012-02-17,24.816883087158203,24.872472662921066,24.578641615402415,24.77717668009968,70036500
2012-02-21,24.96776962280273,25.10277352447787,24.737468225655967,24.76129297819945,50829900
2012-02-22,24.8327751159668,25.158372617064305,24.76130234599877,24.975720655902848,49253200
2012-02-23,24.912181854248047,25.08689217479233,24.61834927705287,24.77717794278579,35034700
2012-02-24,24.999530792236328,25.01541395827802,24.808937343842267,24.999530792236328,35575400
2012-02-27,24.89629173278809,25.015412441473757,24.69775671341131,24.808935839557662,34568400
2012-02-28,25.30924224853516,25.356890224008357,24.920112318948267,24.94393706403578,45230600
2012-02-29,25.20600891113281,25.41248553789245,25.10277135510408,25.32512963415125,59323600
2012-03-01,25.64278793334961,25.722200742047075,25.29336581921228,25.35689697499159,77344100
2012-03-02,25.476024627685547,25.76191261735201,25.412491943711814,25.65867655000236,47314200
2012-03-05,25.25365829467773,25.45219334892741,25.110714327967862,25.420427013190377,45240000
2012-03-06,25.06307029724121,25.39660932180176,25.007480712264883,25.047188640606965,51932900
2012-03-07,25.28542709350586,25.34895825646633,25.03924402637184,25.15042318287706,34340400
2012-03-08,25.420425415039062,25.579254054334346,25.333071026658605,25.444251680046165,36747400
2012-03-09,25.404550552368164,25.539554477439,25.348960968168864,25.49190496409454,34628400
